year,Cityid,地区,地区生产总值万元,第一产业增加值万元,第二产业增加值万元,第三产业增加值万元,第一产业增加值占GDP比重,第二产业增加值占GDP比重,第三产业增加值占GDP比重,人均地区生产总值元,户籍人口万人,城镇户籍人口万人,非农业人口数万人,年平均人口万人,年末总户数万户,出生人口人,死亡人口人,自然增长率,常住人口,城镇常住人口万人,年末单位从业人员数万人,城镇私营和个体从业人员数人,年末城镇登记失业人员数人,第一产业从业人员数万人,第二产业从业人员数万人,第三产业从业人员数万人,第一产业从业人员比重,第二产业从业人员比重,第三产业从业人员比重,农林牧渔业从业人员数万人,采掘业从业人员数万人,制造业从业人员数万人,电力煤气及水生产供应业从业人员数万人,建筑业从业人员数万人,交通仓储邮电业从业人员数万人,信息传输计算机服务和软件业从业人员数万人,批发零售贸易业从业人员数万人,住宿餐饮业从业人员数万人,金融业从业人员数万人,房地产业从业人员数万人,租赁和商业服务业从业人员数万人,科研技术服务和地质勘查业从业人员数万人,水利环境和公共设施管理业从业人员数万人,居民服务和其他服务业从业人员数万人,教育业从业人员数万人,卫生社会保险和社会福利业从业人员数万人,文化体育和娱乐业从业人员数万人,公共管理和社会组织从业人员数万人,地质勘察水利管理业从业人数万人,交通仓储邮电通信业从业人员数万人,批发零售贸易餐饮业从业人员数万人,社会服务业从业人员数万人,卫生体育社会福利业从业人员数万人,教育文艺广播影视业从业人员数万人,科研综合技术服务业从业人员数万人,机关和社会团体从业人员数万人,在岗职工平均人数万人,在岗职工工资总额万元,职工平均工资元,行政区域土地面积平方公里,年末耕地总资源千公顷,人均占有耕地面积亩,人口密度人平方公里,水资源总量万立方米,地区生产总值增长率,粮食产量万吨,油料产量万吨,棉花产量万吨,蔬菜产量吨,水果产量吨,肉类产量吨,奶类产量吨,水产品产量吨,禽蛋产量吨,规模以上工业企业数个,内资企业数个,港澳台商投资企业数个,外商投资企业数个,规模以上工业总产值当年价万元,内资企业工业总产值万元,港澳台商投资企业工业总产值万元,外商投资企业工业总产值万元,从业人员年平均人数万人,产品销售收入万元,利税总额万元,本年应交增值税万元,利润总额万元,流动资产年平均余额万元,固定资产净值年平均余额万元,流动资产合计万元,固定资产合计万元,主营业务税金及附加万元,固定资产投资总额万元,房地产开发投资完成额万元,住宅开发投资完成额万元,社会消费品零售总额万元,限额以上批发零售贸易业商品销售总额万元,限额以上批发零售贸易企业数个,当年新签项目个数个,当年合同外资金额万美元,当年实际使用外资金额万美元,货物进口额万元,货物出口额万元,地方财政一般预算内收入万元,工商税收万元,地方财政一般预算内支出万元,科学支出万元,教育支出万元,年末金融机构各项贷款余额万元,年末金融机构存款余额万元,城乡居民储蓄年末余额万元,普通高等学校学校数所,普通中学学校数所,小学学校数所,中等职业教育学校数所,普通高等学校专任教师数人,普通中学专任教师数人,小学专任教师数人,中等职业教育学校专任教师数人,普通高等学校在校学生数人,普通本专科在校学生数人,普通中学在校学生数万人,小学在校学生数万人,高中阶段在校学生数人,中等职业技术学校在校学生数人,成人高等学校在校学生数人,每万人在校大学生数人,每万人在校中等职业学生数人,RD人员人,RD内部经费支出万元,专利申请数件,专利授权数件,发明专利授权数件,公共图书馆个,剧场影剧院数个,公共图书馆图书总藏量千册件,每百人公共图书馆藏书册件,博物馆数个,体育场馆数个,卫生机构数个,医院卫生院数个,医院卫生院床位数张,医生数人,客运总量万人,铁路旅客运量万人,公路客运量万人,水运客运量万人,民用航空客运量人,货运总量万吨,铁路货物运量万吨,公路货运量万吨,水运货运量万吨,民用航空货邮运量吨,年末邮政局数处,邮政业务总量万元,电信业务总量万元,本地电话年末用户数万户,移动电话年末用户数万户,国际互联网用户数户,全年用电量万千瓦时,工业用电万千瓦时,城镇生活消费用电万千瓦时,境内公路总里程公里,高速公路里程公里,工业废水排放量万吨,工业废水排放达标量万吨,工业二氧化硫去除量吨,工业二氧化硫排放量吨,工业烟尘去除量吨,工业烟尘排放量吨,工业二氧化硫产生量吨,工业烟粉尘去除量吨,工业烟粉尘排放量吨,工业氮氧化物排放量吨,生活污水处理率,生活垃圾无害化处理率,工业固体废物综合利用率,一般工业固体废物综合利用率,污水处理厂集中处理率,可吸入细颗粒物年平均浓度微克立方米,保险业承保额万元,城镇职工基本养老保险参保人数人,城镇基本医疗保险参保人数人,失业保险参保人数人,提供住宿的社会工作机构数个,养老机构数个,提供住宿的社会工作机构床位数张,养老机构床位数张,Population_density,Popjuniorcollege,Popcollege,Human_capital_index,GDP_10000yuan,PM25,ResidentsPop,RegisteredPop,Population_mobility_rate,Housing_price
2019,330600,绍兴,57810000,2081160,27708333,28014726,3.6,47.93,48.46,114561,448,,,448,162,36049,29390,1.49,,,102.947,1393065,36690,.029,76.839,26.079,.03,74.64,25.33,.029,.062,25.113,.945,50.72,1.548,.404,1.968,.628,2.497,.726,1.04,.674,.894,.146,6.181,3.755,.348,5.271,,,,,,,,,99,8009775,80842,8279,,,,929261,7.16,,,,,,,,,,4769,4326,258,185,,,,,,,,1939323,4979591,,,44493261,17651186,350990,,8252279,6301705,23525571,40527216,2708,287,,65739,2078963,22510688,5283698,,6408697,468932,1314831,85275161,94081554,47232839,11,189,324,18,4964,19871,16316,3174,,104232,23,26,,47572,,,,66494,1529807,36072,26934,3293,,,6440,,38,25,,89,22001,16312,,,2001,107,,,,13615,1662,,,87536,551901,,666,2170000,4623663,3563045,264162,,,26852,,,7262,,,,,6513,14217,,100,,94,96.58,36,,2603275,2029936,1268108,,,,,,104232,104232,232.6607142857143,57810000,36,5.26,4.478657,.174459218466607,14954.5
2020,330600,绍兴,60010000,2190365,27118519,30701116,3.65,45.19,51.16,113746,,,,,,,,,529,374,108.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,8860232,85837,,,,,784338,3.26,,,,,,,,,,4561,4172,221,168,,,,,,,,,5600423,,,49249836,,,,,,23224953,41998388,2836,,,,1920203,23860412,5435174,,6671630,307165,1366574,100956339,107254554,,12,194,321,18,5839,19839,16606,3171,,116744,22,27,,47848,,,,,,,35574,3583,,,7440,,46,,,96,24096,17831,,,1023,,,,,16053,,,,,,,,,,,,10381,535,,,,4352,,,,,3072,10341,,100,,,97.65000000000001,28,,2574240,2132333,1314925,,,,,,116744,116744,260.8804469273743,60010000,28,5.291,4.476427,.181969459124431,16638.33333333333
2021,330600,绍兴,67950000,2269530,32283045,33397425,3.34,47.51,49.15,127875,447,231,,,,,,,,,109.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,10407563,99354,,,,,1020000,8.73,,,,,,,,,,4944,4575,205,164,,,,,,,,,6260317,,,55410692,,,,,,24770555,57211116,3194,,,,2363972,27566338,6038029,,7144995,355868,1462258,116735820,120462830,,12,194,314,18,6421,19772,16817,3238,,127376,22,28,,45439,,,,,,,38293,4137,,,8290,,47,,,101,25503,18108,,,760,,,,,17754,,,,139958,663046,,609,2400000,,,,10443,551,,,,4448,,,,,2749,10359,,100,,,97.72,27,,2806000,2303792,1368711,135,121,21252,20516,,127376,127376,284.9574944071588,67950000,27,5.337,4.468479,.194366136665295,18176.28571428571
2022,330600,绍兴,73510000,2433181,35983145,35093674,3.31,48.95,47.74,137522,446,233,,,,,,,,,110.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,11282254,,,,,,660000,4.42,,,,,,,,,,5263,4911,189,163,,,,,,,,,5458431,,,62357657,,,,,,25859143,64644467,3652,,,,2829592,34089751,5400896,,8048576,418552,1570741,138101235,140506250,,12,195,302,18,6440,19603,17007,3202,,132849,21,29,,41816,,,,,,,33181,3500,,,8770,,50,,,102,26461,19456,,,763,,,,,17856,,,,648127,711235,,704,,,,,10480,565,,,,4138,,,,,,9277,,100,,,98,28,,2878228,2392048,1387314,134,121,21134,20243,,132849,132849,297.8677130044843,73510000,28,5.353,4.458228,.200701265166339,
2013,330700,金华,29587771,1402460.345,14456584.911,13728725.744,4.74,48.86,46.4,62553,473.4,,,472,,,,4.9,,,90.09999999999999,1407459,25841,.03,60.07,29.95,.03,66.70999999999999,33.26,.03,.03,15.87,.8100000000000001,43.36,2.34,.84,1.95,.82,2.94,.6,1.57,.49,1.52,.14,6.04,3.64,.5,6.56,,,,,,,,,51,2833271,55229.45,10942,,,433,,9.15,88.3,4.69,1.069,940000,579100,263000,75400,77813,53800,3871,3578,143,150,42263548,38215441,2352613,1695494,,,,1186907,2319608,,,27107746,10772721,230038,13643582,3849707,2519876,14069776,12870603,843,59,,24905,,,2424721,,3222488,121364,765995,50417253,60963832,30051314,7,240,425,43,4318,20135,16730,4209,81281,,24.31,40.1,165549,75328,3083,350,159,,,,,,10,20,2562,54,,,4027,260,21676,13374,30534,1367,29040,11,1160000,12363,130,12108,124,10000,204,90479,736882,162,985,1650000,,,,,,8710,,,37141,,,101775,2010074,30000,,,98.79000000000001,,98.2,86.98999999999999,,,1305612,1254320,705984,,,,,432.6,,81281,171.6962399662019,29587771,,,4.7335,,
2014,330700,金华,32082030,1385943.696,15084970.506,15614324.001,4.32,47.02,48.67,59056,475.1,,,474.2,,,,4,,,96,1768410,26183,.038,65.18600000000001,30.776,.04,67.90000000000001,32.06,.038,.038,15.746,.9360000000000001,48.466,2.588,.858,2.032,.785,2.954,.64,1.386,.532,1.532,.131,6.166,3.819,.532,6.82,,,,,,,,,91,5082814,55806.04,10942,,,434,,8.34,60.71,,.949,,637000,232700,,76200,50900,4065,3794,132,139,45858726,41637051,2543908,1677767,,,,1283390,2537450,,,27168860,11254878,234527,15947862,3676682,2403139,15926986,14742172,1091,70,,27840,,,2688673,,3528648,133838,818413,56471812,65487835,32125785,9,240,418,43,4909,18567,19451,4524,86725,,24.21,41.06,150102,70845,3435,182,149,,,,,,,26,2813,59,,,,268,23154,13833,13560,1460,11980,,1200000,7965,115,7811,38,10000,203,110476,732874,136,918,1950000,,,,,,7627,,,35036,,,98044,3114667,39514,,,99.84999999999999,,97.2,86.20999999999999,,,1742728,4809265,749944,,,,,434.17,,86725,182.5405177857293,32082030,,5.437,4.7507,.14446292125371,
2015,330700,金华,34023399,1411971.059,15490853.565,17120574.377,4.15,45.53,50.32,62480,478.09,,,476.6,,,,5.78,,,94.428,2701967,26435,.044,62.982,31.402,.05,66.7,33.25,.044,.038,15.229,.9330000000000001,46.781,2.362,.764,1.81,.748,3.296,.643,1.747,.529,1.536,.158,6.232,4.07,.525,6.98,,,,,,,,,53,3557315,66782,10942,,,437,,7.76,60.33,,.714,,661700,191500,,77800,49600,4144,3896,130,118,47208427,43491922,2361941,1354564,,,,1380229,2440200,,,26791347,12591216,242134,18361601,3502163,2375282,17831028,15031957,1153,190,,27431,,,3096885,,4643797,160920,1013020,60416183,67887576,35092075,2,244,396,33,1951,21002,18100,4596,34976,,24.11,41.27,,68165,,73,143,,,,,,,,3138,66,,,,279,25372,14756,,,12908,,1200000,,,8233,15,13099,208,126568,737681,111,921,1960000,,,,,,7638,,,39542,,,98515,2459854,39659,,,97.54000000000001,,94.95,88.52,,,1722253,1392140,773454,,,,,436.85,,34976,73.15777364094627,34023399,,5.454,4.7809,.140789391118827,9774.222222222223
2016,330700,金华,36849362,1485029.289,16434815.452,18933202.196,4.03,44.6,51.38,67158,481,,,480,,,,5.61,,,92.66200000000001,3012322,26344,.028,61.095,31.54,.03,65.93000000000001,34.04,.028,.026,14.293,.955,45.822,2.394,.788,1.667,.642,3.555,.8149999999999999,1.544,.542,1.45,.23,6.258,4.179,.537,6.938,,,,,,,,,52,3823212,72962,10942,,,,1182776,7.47,60.43,,.572,,644300,182700,,79500,42200,3968,3751,114,103,47057703,43674281,2212870,1170552,,,,1480938,2738272,,,25740937,11928912,246442,20840146,4088512,2591707,19778681,15268098,1152,400,,34329,,,3381394,,5423599,182163,988721,61673953,74783132,39386670,2,241,393,33,2233,19137,21134,4196,34566,,25,41,,71579,,,,,,,,,,,3713,,,,,282,26930,15630,,,12235,1,1230000,,,8723,9,13783,209,161410,771357,99,946,2070000,,,,,,6467,,,16321,,,78523,1601472,16390,,,100,,96.8,93.15000000000001,,,1846957,1438090,802537,,,,,,,34566,71.86278586278586,36849362,,5.52,4.8115,.147251376909488,10134.08333333333
2017,330700,金华,38486200,,,,,,,69445,486,,,483,190,72293,36755,7.31,,,76.491,3151966,23639,.024,43.888,32.578,.03,57.38,42.59,.024,.009,13.421,.966,29.492,2.177,.826,1.898,.732,3.696,.726,1.779,.575,1.35,.316,6.919,4.326,.534,6.725,,,,,,,,,50,4150201,82199,10942,,,,888847,,46.42,,.205,,644200,120000,,82400,40300,3691,3509,99,83,,,,,,,,1260879,1803043,,,22842367,9814769,247430,,3716348,2632693,21911910,17935235,1165,793,,43044,,,3577073,,5366856,186460,1053388,66815608,77466191,40751625,8,242,393,32,4525,19608,21836,4302,,75378,26,41,,74333,,,,33272,603699,28852,17444,1285,,,4130,,32,18,,131,26814,16372,,,11828,3,1300000,,,8768,16,15493,,190965,737437,,1030,2540000,3376777,2282794,280242,,,6404,,,14941,,,,,15062,13715,,100,,96.27,95.22,39,,1991043,1497770,850114,,,,,,75378,75378,155.0987654320988,38486200,39,5.564,4.8552,.145987806887461,12512.25
2018,330700,金华,41002319,1357176.759,17454687.198,22190455.043,3.31,42.57,54.12,73428,489,,,487,191,60015,32272,5.67,,,86.97499999999999,2792544,19671,.025,55.818,31.132,.03,64.18000000000001,35.79,.025,.008,13.066,.946,41.797,1.996,.771,1.798,.627,2.337,.8120000000000001,1.682,.546,1.187,.12,6.844,4.498,,6.73,,,,,,,,,50,4468523,88664,10942,,,,588018,5.5,45.49,,.207,,657500,146000,,84200,30300,3586,3422,87,77,,,,,,,,1289416,1965120,,,23816952,9641147,220845,,5353074,4280736,22530000,20764800,1301,1007,,31854,1107600,36582800,3926214,,5739988,211407,1144535,73451728,85334368,46008902,8,246,395,32,4651,20130,22590,4302,,77480,27,42,,74333,,,,,,38489,23711,1649,,,4750,,32,12,,137,29290,17286,,,10773,2,1640000,,,9911,26,19811,,263188,782664,,1373,2870000,3705731,2441262,,,,6795,,,11871,,,,,13135,12913,,100,,97.73,95.77,34,,2299451,1594596,916094,,,,,,77480,77480,158.4458077709612,41002319,34,6.78,4.8897,.386588134241365,16531.83333333333
2019,330700,金华,45600000,1459200,18331200,25809600,3.2,40.2,56.6,81224,492,,,490,192,52031,30258,4.43,,,69.533,,16955,.031,32.695,36.806,.05,47.02,52.93,.031,.019,12.59,.838,19.248,1.889,.632,2.58,.6929999999999999,3.812,1.24,2.576,.659,1.276,.076,8.109999999999999,4.727,1.141,7.393,,,,,,,,,65,5915281,90635,10942,,,,1410525,6.45,,,,,,,,,,4161,3984,93,84,,,,,,,,1292247,1655044,,,26772489,11088592,226174,,5537842,4086927,27228759,21450894,1568,973,,21657,1846795,40338342,4113010,,6643295,247933,1266907,83791743,97306082,53486444,8,251,392,33,4969,21205,23781,4615,,81338,27,43,,81139,,,,54208,841368,43254,27237,1895,,,5300,,32,14,,145,30305,18938,,,10563,,2030000,,,10887,37,23580,,313088,802129,,951,3050000,3946681,2584609,334566,,,7320,,,8489,,,,,11776,12446,,100,,97.45999999999999,96.39,31,,2462515,1719700,1037719,,,,,,81338,81338,165.3211382113821,45600000,31,6.911,4.919333,.404865253073943,16105.91666666667
2020,330700,金华,47040000,1571136,18138624,27330240,3.34,38.56,58.1,67329,,,,,,,,,706,481,70.83199999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,6686128,96589,,,,,1067610,2.76,,,,,,,,,,4629,4459,87,83,,,,,,,,,2142287,,,30314679,,,,,,26119347,25857265,1772,,,,2533351,46132540,4232520,,7034142,204448,1379283,99493080,109902705,,9,260,384,27,5732,21902,25228,5500,,104648,27,44,,89681,,,,,,,42446,3993,,,5760,,26,,,149,30883,19994,,,4961,,,,,15774,,,,,,,,,,,,13215,408,,,,5140,,,,,11459,10320,,100,,,97.12,26,,2624386,1855156,1175120,,,,,,104648,104648,212.0526849037487,47040000,26,7.062,4.939004,.42984293999357,16588.25
2021,330700,金华,53550000,1499400,22089375,29961225,2.8,41.25,55.95,75524,495,240,,,,,,,,,71.17100000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,7264936,111743,,,,,1190000,9.76,,,,,,,,,,5357,5189,84,84,,,,,,,,,2964875,,,37595176,,,,,,28819156,34131352,1969,,,,5537263,53263383,4923237,,7914107,239953,1505793,115229754,121589368,,9,270,387,27,5925,22941,26628,3941,,105483,28,46,,54561,,,,,,,46180,3261,,,6150,,31,,,157,31518,21392,,,2679,,,,,17344,,,,3667238,990613,,983,1960000,,,,13284,408,,,,3597,,,,,8587,9476,,100,,,97.45999999999999,26,,2772265,1996562,1280571,156,143,36468,35925,,105483,105483,213.0969696969697,53550000,26,7.12,4.953865,.437261612902249,18882
2022,330700,金华,55620000,1618542,23282532,30718926,2.91,41.86,55.23,78086,497,247,,,,,,,,,71.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,7651778,,,,,,850000,2.45,,,,,,,,,,5613,5440,88,85,,,,,,,,,2718465,,,42863737,,,,,,29653018,39795882,2179,,,,8821683,59565745,4891632,,8303964,280770,1563885,136133274,138171417,,9,273,395,24,6584,23652,27761,3961,,106936,29,48,,52131,,,,,,,43198,2782,,,7090,,33,,,158,32367,22700,,,645,,,,,15856,,,,3814538,1057208,,1002,,,,,13232,408,,,,3122,,,,,,9748,,100,,,97.93000000000001,25,,2873855,2100141,1347891,153,140,33436,32900,,106936,106936,215.1629778672032,55620000,25,7.127,4.96869,.434382100714675,
2013,330800,衢州,10565716,831521.849,5559679.759,4175570.963,7.87,52.62,39.52,41597,254.2,,,253.5,,,,5.1,,,20.4,293119,13111,.03,9.25,11.11,.15,45.37,54.48,.03,.04,6.81,.51,1.89,.64,.52,.21,.26,1.25,.11,.3,.26,.21,.02,2.4,1.29,.21,3.43,,,,,,,,,17,1006042,59634.97,8845,,,287,,8.67,79.92,6.51,.346,1088100,824800,306100,700,56844,23000,1004,951,20,33,14485242,13354118,248734,882390,,,,473229,966988,,,7787751,4915062,78638,6707238,888211,705324,4436693,4859927,299,13,,6616,,,727535,,1655099,49415,336675,12370166,14814602,7040824,2,93,212,17,580,8529,8262,1789,12937,,11.38,14.36,70410,30935,21904,277,122,,,,,,7,14,1417,56,,,1828,152,8828,6615,5536,242,5266,6,220000,8584,371,8209,4,,61,14739,161885,51,201,430000,,,,,,14856,,,43359,,,83106,3531549,50000,,,100,,93.11,78.19,,,504613,529654,232618,,,,,287.41,,12937,50.89299763965382,10565716,,,2.5421,,
2014,330800,衢州,11150977,826287.3959999999,5588869.672,4735819.932,7.41,50.12,42.47,43740,255.7,,,254.9,,,,5.6,,,20.826,372807,12926,.025,9.304,11.497,.12,44.68,55.2,.025,.033,6.791,.479,2.002,.606,.284,.61,.2,1.413,.115,.288,.262,.198,.017,2.449,1.365,.208,3.483,,,,,,,,,17,1112151,65076.13,8845,,,289,,7.2,70.68000000000001,,.331,,879700,270800,,59100,22300,1025,970,21,34,15846638,14640041,290123,916474,,,,546651,919274,,,8167476,5588648,74872,7821018,951665,711330,5037864,4459999,313,14,,7009,,,803239,,1919400,58557,351888,14544620,16242871,7900575,2,94,201,17,599,8580,8401,1633,13664,,11.2,14.3,66196,28386,15065,54,111,,,,,,,14,1475,58,,,,177,9744,6752,5397,259,5112,4,220000,9201,320,8877,4,,106,14949,151148,48,280,510000,,,,,,12478,,,48069,,,99019,4206090,66791,,,100,,94.55,80.05,,,1767973,2373449,249213,,,,,289.06,,13664,53.43762221353148,11150977,,2.124,2.5567,-.169241600500645,
2015,330800,衢州,11461322,844699.431,5347852.845,5268769.723,7.37,46.66,45.97,53847,256.38,,,256,,,,4.65,,,20.75,434396,12537,.026,8.978,11.746,.13,43.27,56.61,.026,.018,6.657,.45,1.854,.5600000000000001,.277,.572,.189,1.753,.075,.293,.254,.2,.02,2.456,1.403,.183,3.511,,,,,,,,,17,1278757,75447,8845,,,289,,6.5,70.34999999999999,,.247,,911600,291800,,62300,28300,1003,952,19,32,15628991,14364217,167437,1097337,,,,547446,745086,,,8832260,5892803,76668,8820434,995114,644050,5509843,3993927,325,11,,6006,,,940151,,2306709,67922,423542,15840154,17221366,8931568,2,98,199,14,667,8734,8533,1629,13681,,10.98,14.25,,29006,,53,113,,,,,,,,1485,58,,,,180,10916,7023,,,4687,4,210000,,,8936,2,800,110,15084,183351,43,288,570000,,,,,,12742,,,46792,,,86591,3700211,62115,,,100,,92.79000000000001,83.68000000000001,,,664904,642753,255369,,,,,289.43,,13681,53.36219673921523,11461322,,2.133,2.5638,-.168031827755675,7701.333333333333
2016,330800,衢州,12515883,882369.751,5645914.821,5987598.427,7.05,45.11,47.84,58281,257,,,257,,,,5.49,,,20.686,491581,12589,.024,8.625999999999999,12.035,.12,41.7,58.18,.024,.017,6.505,.43,1.675,.52,.301,.5669999999999999,.193,2.03,.069,.305,.227,.176,.02,2.399,1.481,.179,3.567,,,,,,,,,17,1437245,85527,8845,,,,1279447,7.2,71.03,,.22,,835400,234100,,66100,34400,934,889,16,29,16293076,14944711,203908,1144457,,,,574744,989234,,,9161363,6233932,78611,9817382,1242486,840729,6093102,4035673,364,11,,6109,,,1025553,,2680843,75844,453017,16524498,18966349,9927550,2,96,199,14,698,8808,8709,1525,13523,,11,14,,28145,,,,,,,,,,,1766,,,,,183,11948,6780,,,4913,4,210000,,,9975,4,639,109,18624,167720,37,225,540000,,,,,,10693,,,22609,,,69871,1996610,31078,,,100,,92.79000000000001,79.23,,,713162,631300,265989,,,,,,,13523,52.61867704280156,12515883,,2.162,2.57486,-.160342698243788,7948.583333333333
2017,330800,衢州,13312700,,,,,,,61250,258,,,258,93,34067,24718,3.62,,,20.447,522664,13662,.023,8.026999999999999,12.397,.11,39.26,60.63,.023,.026,5.768,.502,1.731,.521,.306,.549,.159,2.172,.072,.338,.216,.174,.036,2.555,1.543,.172,3.586,,,,,,,,,16,1595791,96843,8845,,,,1032174,,56.06,,.078,,847100,193600,,68400,37100,842,796,16,30,,,,,,,,569306,1187475,,,8038244,5510633,91620,,1585405,1140606,6778923,4344348,368,25,,7396,,,1112838,,3004654,90512,459035,19219775,21123265,10528750,2,96,200,13,723,9092,8880,1636,,16022,11,13,,28304,,,,8349,176224,8241,4146,493,,,26490,,5,44,,75,11621,6930,,,5210,6,200000,,,11263,5,602,,61603,165726,,238,840000,1552838,1200262,67142,,,10668,,,18937,,,,,19637,21488,,100,,97.98,83.2,,,775429,643285,287926,,,,,,16022,16022,62.10077519379845,13312700,,2.185,2.578084,-.152471370211366,9917
2018,330800,衢州,14705816,808819.88,6616146.618,7279378.92,5.5,44.99,49.5,66936,258,,,258,95,27000,17829,3.56,,,19.326,621490,11778,,7.139,12.187,,36.94,63.06,,.027,4.667,.622,1.822,.46,.284,.471,.172,2.027,.084,.231,.228,.12,.03,2.596,1.62,.159,3.703,,,,,,,,,16,1662729,105793,8845,,,,806382,7.2,57.28,,.06,,791200,186100,,70600,38100,873,825,17,31,,,,,,,,403874,1341776,,,9164845,,98953,,2534321,2138642,7174554,5295564,417,13,,7431,1183004,2320520,1280960,,3559423,110800,484551,22401141,24086302,11676679,2,95,200,14,702,9189,8922,1631,,14413,11,13,,26338,,,,9276,204805,7533,6125,667,,,3010,,4,49,,84,12571,7294,,,3966,2,250000,,,13162,4,750,,73785,175824,,253,900000,1717558,1318494,77716,,,9420,,,12322,,,,,16716,21294,,100,,99,95.68000000000001,,,831394,674349,321541,,,,,,14413,14413,55.86434108527132,14705816,,2.242,2.578752,-.130587198769017,12522.41666666667
2019,330800,衢州,15740000,865700,6511638,8359514,5.5,41.37,53.11,71087,258,,,258,96,23521,16390,2.77,,,20.794,,10966,.028,6.471,14.296,.13,31.12,68.75,.028,.027,4.913,.529,1.003,.588,.448,.505,.17,2.346,.083,.662,.288,.196,.03,3.024,1.877,.122,3.958,,,,,,,,,17,1992791,118256,8845,,,,1373495,6.66,,,,,,,,,,1044,995,14,35,,,,,,,,505600,1336570,,,10797396,6493495,91775,,2204532,1758774,7570806,5698581,474,17,,7779,3466419,2384241,1371245,,4490028,153971,560654,25547528,27651251,13823455,2,90,206,14,770,9178,9054,1691,,16409,11,13,,26771,,,,12320,252846,7629,4754,573,,,3160,,6,5,,90,13363,7453,,,3886,1,400000,,,13509,8,839,,89214,214039,,245,880000,1842468,1415074,85543,,,8998,,,8532,,,,,16998,20453,,100,,100,96.8,33,,890558,735363,354125,,,,,,16409,16409,63.60077519379845,15740000,33,2.263,2.576325,-.121617032012654,13644.58333333333
2020,330800,衢州,16390000,919479,6600253,8870268,5.61,40.27,54.12,72192,,,,,,,,,228,131,21.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2349625,124605,,,,,1239679,3.5,,,,,,,,,,1131,1077,16,38,,,,,,,,,1473416,,,13114414,,,,,,7518198,6737296,606,,,,1048100,2535945,1409050,,4596505,148396,600370,30301344,31082088,,2,88,200,14,761,9139,9074,1735,,16851,11,13,,28034,,,,,,,6557,682,,,3790,,6,,,91,13655,7532,,,2265,,,,,11743,,,,,,,,,,,,8661,422,,,,5863,,,,,7486,15430,,100,,,97.3,26,,935376,708806,388188,,,,,,16851,16851,65.56809338521401,16390000,26,2.278,2.568638,-.113148680351221,15072.66666666667
2021,330800,衢州,18760000,870464,8109948,9770208,4.64,43.23,52.08,82174,256,95,,,,,,,,,21.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2554506,132819,,,,,1260000,8.66,,,,,,,,,,1278,1229,15,34,,,,,,,,,2320302,,,16838024,,,,,,8391637,10241969,718,,,,1756675,3157749,1639311,,5180705,173194,626764,35648969,34932100,,2,89,196,14,819,9237,9218,1754,,16846,11,13,,25462,,,,,,,7940,773,,,4370,,6,,,85,13970,8035,,,3394,,,,,12986,,,,104276,226180,,248,1000000,,,,8683,422,,,,4421,,,,,6841,12298,,100,,,97.37,24,,974047,749989,414814,119,116,13165,13025,,16846,16846,65.8046875,18760000,24,2.287,2.559373,-.106421768143995,16226.85714285714
2022,330800,衢州,20030000,931395,8739089,10359516,4.65,43.63,51.72,87544,255,97,,,,,,,,,21.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2721221,,,,,,1140000,4.78,,,,,,,,,,1362,1316,15,31,,,,,,,,,1662399,,,20035503,,,,,,8780633,11992120,817,,,,2105883,4019251,1731004,,5677004,202699,678517,42664079,41258380,,2,96,189,14,932,9259,9195,1735,,15440,10,13,,23693,,,,,,,7059,962,,,4750,,8,,,83,14979,8412,,,3271,,,,,12059,,,,114025,266194,,270,,,,,8735,422,,,,3338,,,,,,10974,,100,,,97.45,26,,908849,782170,434975,121,118,14193,14053,,15440,15440,60.54901960784314,20030000,26,2.29,2.550314,-.102071352782442,
2013,330900,舟山,9308493,956913.08,4115284.755,4235364.315,10.28,44.21,45.5,95964,97.3,,,97.2,,,,,,,18.5,112800,6160,.03,7.04,11.42,.16,38.07,61.77,.03,.07,4.23,.48,2.26,1.62,.23,.6899999999999999,.4,.78,.73,.6,.32,.51,.12,1.46,1.04,.21,2.71,,,,,,,,,18,1109090,63304.22,1455,,,669,,9.1,5.14,.46,.014,143500,81300,19700,300,1553822,4900,414,385,9,20,13335566,12012235,106787,1216544,,,,160735,116969,,,8733534,5056929,41014,7500233,1437890,948212,3316470,8279431,296,4,,20930,,,926280,,1898260,40225,229473,13043704,14702445,5446392,3,48,57,7,1059,3284,3285,547,23301,,3.47,4.64,21424,8497,4509,220,87,,,,,,5,7,1285,132,,,632,72,4621,2847,16714,,14254,2412,480000,21392,,4958,16434,,54,13211,159517,49,157,360000,,,,,,2094,,,13687,,,28202,114444,,,,100,,99.83,64.09999999999999,,,409020,358061,202732,,,,,668.8,,23301,239.4758478931141,9308493,,,.973054,,
